,user,calday,trial_False,trial_True,action_CREATE,action_DELETE
40,5ebc38dd14,2018-12-01 18:17:09.827,1,0,1,0
41,45910b8591,2018-12-01 18:17:09.882,1,0,1,0
42,9b2522f307,2018-12-01 18:17:10.015,1,0,1,0
43,116fc00193,2018-12-01 18:17:10.316,1,0,1,0
44,5450cef1fe,2018-12-01 18:17:10.471,1,0,1,0
45,5d1ef1dbd3,2018-12-01 18:17:10.845,1,0,1,0
46,d28d8245e0,2018-12-01 18:17:10.977,1,0,1,0
47,0fe577914b,2018-12-01 18:17:11.580,1,0,1,0
48,e4e6a4cba0,2018-12-01 18:17:11.706,1,0,1,0
49,2ff30055ad,2018-12-01 18:17:11.905,1,0,1,0
50,49101f8e9e,2018-12-01 18:17:11.929,1,0,1,0
51,ee34d1aa80,2018-12-01 18:17:12.066,1,0,1,0
52,c09d711755,2018-12-01 18:17:12.489,1,0,1,0
53,c013906b7f,2018-12-01 18:17:12.830,1,0,1,0
54,9e0bd3a1d1,2018-12-01 18:17:12.961,1,0,1,0
55,4db71bbcdd,2018-12-01 18:17:14.088,1,0,1,0
56,ec14bd360a,2018-12-01 18:17:14.163,1,0,1,0
57,2e703d2d28,2018-12-01 18:17:14.629,1,0,1,0
58,ce665848f3,2018-12-01 18:17:15.592,1,0,1,0
59,c550942dd8,2018-12-01 18:17:15.877,1,0,1,0
60,a03c45b6a9,2018-12-01 18:17:16.796,1,0,1,0
61,e233eb7e85,2018-12-01 18:17:17.158,1,0,1,0
62,6c2cb4ff64,2018-12-01 18:17:17.653,1,0,1,0
63,b506e1eb52,2018-12-01 18:17:17.797,1,0,1,0
64,d9dc6f62d3,2018-12-01 18:17:17.916,1,0,1,0
65,5f881d68c6,2018-12-01 18:17:18.045,1,0,1,0
66,aa77e45e25,2018-12-01 18:17:18.171,1,0,1,0
67,68a8e80bd7,2018-12-01 18:17:18.207,1,0,1,0
68,2d98bd3354,2018-12-01 18:17:18.218,1,0,1,0
69,1db796516c,2018-12-01 18:17:18.486,1,0,1,0
70,b535c5fb48,2018-12-01 18:17:18.652,1,0,1,0
71,64401a5cc0,2018-12-01 18:17:18.987,1,0,1,0
72,7494820138,2018-12-01 18:17:19.186,1,0,1,0
73,aa49734529,2018-12-01 18:17:19.193,1,0,1,0
74,767365253e,2018-12-01 18:17:19.373,1,0,1,0
75,f3a3efd67d,2018-12-01 18:17:19.415,1,0,1,0
76,15952f7a3a,2018-12-01 18:17:20.088,1,0,1,0
77,22cdd44746,2018-12-01 18:17:22.375,1,0,1,0
78,473d34d650,2018-12-01 18:17:22.721,1,0,1,0
79,b714813f2b,2018-12-01 18:17:22.722,1,0,1,0
80,c27d67a910,2018-12-01 18:17:23.733,1,0,1,0
81,7b4b8c14c1,2018-12-01 18:17:23.966,1,0,1,0
82,c6cee1eefa,2018-12-01 18:17:24.160,1,0,1,0
83,1a1641457b,2018-12-01 18:17:24.218,1,0,1,0
84,c74629b06d,2018-12-01 18:17:24.272,1,0,1,0
85,e3aeecc2d4,2018-12-01 18:17:24.459,1,0,1,0
86,2fab6c7cdd,2018-12-01 18:17:24.605,1,0,1,0
87,d345c0219a,2018-12-01 18:17:24.986,1,0,1,0
88,cb5cee505c,2018-12-01 18:17:25.530,1,0,1,0
89,276dee8b66,2018-12-01 18:17:25.849,1,0,1,0
90,899320a464,2018-12-01 18:17:26.595,1,0,1,0
91,40b16265ea,2018-12-01 18:17:26.609,1,0,1,0
92,3a46746d8e,2018-12-01 18:17:26.841,1,0,1,0
93,68ec7f1a91,2018-12-01 18:17:26.980,1,0,1,0
94,b22fce1c62,2018-12-01 18:17:27.405,1,0,1,0
95,932ac0e682,2018-12-01 18:17:28.011,1,0,1,0
96,d9bd363a54,2018-12-01 18:17:28.333,1,0,1,0
97,57cb3f079b,2018-12-01 18:17:28.659,1,0,1,0
98,5fb7bff313,2018-12-01 18:17:29.337,1,0,1,0
99,f468711a01,2018-12-01 18:17:29.569,1,0,1,0
100,51c36c1698,2018-12-01 18:17:29.638,1,0,1,0
101,caceed58c8,2018-12-01 18:17:30.517,1,0,1,0
102,8d26b6a585,2018-12-01 18:17:30.799,1,0,1,0
103,914d91f055,2018-12-01 18:17:30.832,1,0,1,0
104,67a6b83054,2018-12-01 18:17:31.262,1,0,1,0
105,5ef997de37,2018-12-01 18:17:31.781,1,0,1,0
106,477f96503a,2018-12-01 18:17:32.052,1,0,1,0
107,1ef8066498,2018-12-01 18:17:32.329,1,0,1,0
108,e3370170e9,2018-12-01 18:17:33.798,1,0,1,0
109,a6ab0cbc33,2018-12-01 18:17:34.047,1,0,1,0
110,6134d83ee3,2018-12-01 18:17:34.055,1,0,1,0
111,5c03109bc9,2018-12-01 18:17:34.274,1,0,1,0
112,caff2124cb,2018-12-01 18:17:34.298,1,0,1,0
113,fa4a89f6fb,2018-12-01 18:17:34.403,1,0,1,0
114,3d33c9b364,2018-12-01 18:17:34.625,1,0,1,0
115,7eb4eea26b,2018-12-01 18:17:35.452,1,0,1,0
116,3dc6aafd33,2018-12-01 18:17:36.360,1,0,1,0
117,4fe50f33b6,2018-12-01 18:17:38.007,1,0,1,0
118,c4940a2dc4,2018-12-01 18:17:38.703,1,0,1,0
119,ef2cb7be3b,2018-12-01 18:17:38.832,1,0,1,0
120,2275c02abc,2018-12-01 18:17:39.256,1,0,1,0
121,2c863940ce,2018-12-01 18:17:39.541,1,0,1,0
122,d93bb6a292,2018-12-01 18:17:39.715,1,0,1,0
123,80e20bfca5,2018-12-01 18:17:40.038,1,0,1,0
124,80e6687918,2018-12-01 18:17:40.363,1,0,1,0
125,a664cec2f6,2018-12-01 18:17:41.079,1,0,1,0
126,b9ecb7eb77,2018-12-01 18:17:41.117,1,0,1,0
127,019756eb40,2018-12-01 18:17:41.170,1,0,1,0
128,58d70f637b,2018-12-01 18:17:42.053,1,0,1,0
129,f8e365f350,2018-12-01 18:17:42.584,1,0,1,0
130,d1125c242a,2018-12-01 18:17:42.729,1,0,1,0
131,b9ad4be49a,2018-12-01 18:17:42.740,1,0,1,0
132,565a0081e7,2018-12-01 18:17:42.790,1,0,1,0
133,49b73d666b,2018-12-01 18:17:42.920,1,0,1,0
134,aa5ee15b62,2018-12-01 18:17:42.938,1,0,1,0
135,c2b91e02b4,2018-12-01 18:17:43.290,1,0,1,0
136,aed877b02f,2018-12-01 18:17:44.047,1,0,1,0
137,65bf90be9e,2018-12-01 18:17:44.096,1,0,1,0
138,bb29263cdc,2018-12-01 18:17:44.304,1,0,1,0
139,9d79190624,2018-12-01 18:17:44.508,1,0,1,0
140,369078a23a,2018-12-01 18:17:44.761,1,0,1,0
141,6823283fb9,2018-12-01 18:17:44.766,1,0,1,0
142,d8f64afbe4,2018-12-01 18:17:45.300,1,0,1,0
143,8787396002,2018-12-01 18:17:45.497,1,0,1,0
144,ff52a01ad4,2018-12-01 18:17:46.794,1,0,1,0
145,39b303df5d,2018-12-01 18:17:47.007,1,0,1,0
146,8a1e8534a5,2018-12-01 18:17:47.011,1,0,1,0
147,75d60a1b53,2018-12-01 18:17:47.516,1,0,1,0
148,cf2fce6f52,2018-12-01 18:17:47.554,1,0,1,0
149,f9d59c997e,2018-12-01 18:17:48.010,1,0,1,0
150,cff66a83c9,2018-12-01 18:17:48.532,1,0,1,0
151,30b4ea1e95,2018-12-01 18:17:49.255,1,0,1,0
152,6b01a15269,2018-12-01 18:17:49.420,1,0,1,0
153,b69fe5a99c,2018-12-01 18:17:49.511,1,0,1,0
154,946cf8a2d6,2018-12-01 18:17:49.692,1,0,1,0
155,2934541f5f,2018-12-01 18:17:49.943,1,0,1,0
156,e85f2544a3,2018-12-01 18:17:50.112,1,0,1,0
157,acb0b8c2af,2018-12-01 18:17:50.173,1,0,1,0
158,4d503082b4,2018-12-01 18:17:50.298,1,0,1,0
159,adda00b03c,2018-12-01 18:17:50.438,1,0,1,0
160,b0d0d5d2dc,2018-12-01 18:17:50.529,1,0,1,0
161,cd57245bc3,2018-12-01 18:17:50.696,1,0,1,0
162,ce2ae1722e,2018-12-01 18:17:50.728,1,0,1,0
163,b64435a849,2018-12-01 18:17:50.870,1,0,1,0
164,34fbeca1e8,2018-12-01 18:17:51.215,1,0,1,0
165,734adcc793,2018-12-01 18:17:51.345,1,0,1,0
166,b5cda5cd93,2018-12-01 18:17:51.649,1,0,1,0
167,42c31047e7,2018-12-01 18:17:51.886,1,0,1,0
168,c37495a310,2018-12-01 18:17:51.920,1,0,1,0
169,684e9bd1fb,2018-12-01 18:17:52.193,1,0,1,0
170,29c53427ec,2018-12-01 18:17:52.333,1,0,1,0
171,86ef8fd927,2018-12-01 18:17:52.622,1,0,1,0
172,464563ba46,2018-12-01 18:17:53.118,1,0,1,0
173,2325650461,2018-12-01 18:17:53.563,1,0,1,0
174,dd1f44ffb0,2018-12-01 18:17:53.644,1,0,1,0
175,e3f2822a70,2018-12-01 18:17:53.992,1,0,1,0
176,075e4ff33a,2018-12-01 18:17:54.153,1,0,1,0
177,d5e4517a30,2018-12-01 18:17:54.160,1,0,1,0
178,1096bfce33,2018-12-01 18:17:55.120,1,0,1,0
179,80c464b5b6,2018-12-01 18:17:55.357,1,0,1,0
180,0f8695559f,2018-12-01 18:17:55.381,1,0,1,0
181,91978df234,2018-12-01 18:17:55.561,1,0,1,0
182,1a7797e5e7,2018-12-01 18:17:55.759,1,0,1,0
183,b7505398a8,2018-12-01 18:17:55.811,1,0,1,0
184,e14e20880d,2018-12-01 18:17:55.856,1,0,1,0
185,1d68203a19,2018-12-01 18:17:56.005,1,0,1,0
186,9142af0694,2018-12-01 18:17:56.144,1,0,1,0
187,1027470458,2018-12-01 18:17:56.339,1,0,1,0
188,cd4ccdbc7c,2018-12-01 18:17:56.492,1,0,1,0
189,9d8976f4b2,2018-12-01 18:17:56.651,1,0,1,0
190,033b51c10a,2018-12-01 18:17:56.712,1,0,1,0
191,85ec751052,2018-12-01 18:17:56.723,1,0,1,0
192,dcf0a2c1c9,2018-12-01 18:17:56.796,1,0,1,0
193,c7697dab40,2018-12-01 18:17:57.304,1,0,1,0
194,14a2b9274a,2018-12-01 18:17:57.336,1,0,1,0
195,bd6b480f47,2018-12-01 18:17:57.474,1,0,1,0
196,e434a5747c,2018-12-01 18:17:57.700,1,0,1,0
197,58b1c89210,2018-12-01 18:17:57.794,1,0,1,0
198,1c1b604e1b,2018-12-01 18:17:57.858,1,0,1,0
199,19c18e0c09,2018-12-01 18:17:57.937,1,0,1,0
200,334c668d86,2018-12-01 18:17:58.295,1,0,1,0
201,14bc726d0f,2018-12-01 18:17:58.646,1,0,1,0
202,5920b02f3e,2018-12-01 18:17:59.133,1,0,1,0
203,2561a7a0df,2018-12-01 18:18:00.183,1,0,1,0
204,19db5083a1,2018-12-01 18:18:00.194,1,0,1,0
205,4e655151cc,2018-12-01 18:18:00.276,1,0,1,0
206,3d6b5a58a4,2018-12-01 18:18:00.558,1,0,1,0
207,d390cb8aa4,2018-12-01 18:18:00.818,1,0,1,0
208,d6eef58737,2018-12-01 18:18:00.955,1,0,1,0
209,a56b85cf8d,2018-12-01 18:18:01.256,1,0,1,0
210,1105edec2f,2018-12-01 18:18:01.889,1,0,1,0
211,205c36dcbe,2018-12-01 18:18:01.929,1,0,1,0
212,0d3f9fde06,2018-12-01 18:18:02.535,1,0,1,0
213,bb2b670425,2018-12-01 18:18:02.556,1,0,1,0
214,81f627fb09,2018-12-01 18:18:02.880,1,0,1,0
215,2c998aee0c,2018-12-01 18:18:03.270,1,0,1,0
216,2b6f1e3c89,2018-12-01 18:18:03.614,1,0,1,0
217,77c7125259,2018-12-01 18:18:03.770,1,0,1,0
218,46701b01e9,2018-12-01 18:18:04.053,1,0,1,0
219,bfb471035d,2018-12-01 18:18:04.461,1,0,1,0
220,85e9914c74,2018-12-01 18:18:04.507,1,0,1,0
221,2eac08785a,2018-12-01 18:18:04.722,1,0,1,0
222,8fd463c0ea,2018-12-01 18:18:04.724,1,0,1,0
223,70b8011a01,2018-12-01 18:18:04.977,1,0,1,0
224,6257cbc306,2018-12-01 18:18:05.101,1,0,1,0
225,0817231358,2018-12-01 18:18:05.862,1,0,1,0
226,e7791ad02c,2018-12-01 18:18:06.293,1,0,1,0
227,52aaa00d47,2018-12-01 18:18:07.507,1,0,1,0
228,c3f3b42a92,2018-12-01 18:18:07.664,1,0,1,0
229,dda94351d0,2018-12-01 18:18:08.061,1,0,1,0
230,e30bee0250,2018-12-01 18:18:08.119,1,0,1,0
231,896aad0216,2018-12-01 18:18:08.361,1,0,1,0
232,93a7cd8ea0,2018-12-01 18:18:08.596,1,0,1,0
233,01e999bf29,2018-12-01 18:18:08.799,1,0,1,0
234,c1dcbb349a,2018-12-01 18:18:09.287,1,0,1,0
235,749a3f0e87,2018-12-01 18:18:09.303,1,0,1,0
236,ebc0dd94a0,2018-12-01 18:18:09.310,1,0,1,0
237,4230e1bde8,2018-12-01 18:18:10.166,1,0,1,0
238,d9034c27cb,2018-12-01 18:18:10.510,1,0,1,0
239,9904df3e44,2018-12-01 18:18:10.834,1,0,1,0
240,f1dd5dc99f,2018-12-01 18:18:10.905,1,0,1,0
241,59075de803,2018-12-01 18:18:11.155,1,0,1,0
242,354be31836,2018-12-01 18:18:11.748,1,0,1,0
243,ee84caa8a7,2018-12-01 18:18:11.956,1,0,1,0
244,09c5003a98,2018-12-01 18:18:13.356,1,0,1,0
245,8cb5e6f3a6,2018-12-01 18:18:13.490,1,0,1,0
246,c279b8abfe,2018-12-01 18:18:13.502,1,0,1,0
247,8e88cb91a6,2018-12-01 18:18:13.783,1,0,1,0
248,0b5055f5b1,2018-12-01 18:18:14.004,1,0,1,0
249,c3142dd0cc,2018-12-01 18:18:14.601,1,0,1,0
250,7a969a7af6,2018-12-01 18:18:14.857,1,0,1,0
251,3071bbdb27,2018-12-01 18:18:15.138,1,0,1,0
252,713604449d,2018-12-01 18:18:15.295,1,0,1,0
253,9cd89ad23b,2018-12-01 18:18:15.599,1,0,1,0
254,655fcafcf9,2018-12-01 18:18:16.307,1,0,1,0
255,7c2c54a78d,2018-12-01 18:18:16.660,1,0,1,0
256,67cc880b7a,2018-12-01 18:18:16.817,1,0,1,0
257,b5c8ac8615,2018-12-01 18:18:17.895,1,0,1,0
258,e82d983c6a,2018-12-01 18:18:17.946,1,0,1,0
259,d6e7eb0c26,2018-12-01 18:18:18.132,1,0,1,0
260,46ffcfa139,2018-12-01 18:18:18.890,1,0,1,0
261,b441da73c2,2018-12-01 18:18:18.911,1,0,1,0
262,c62964be2a,2018-12-01 18:18:18.933,1,0,1,0
263,aa16679c8d,2018-12-01 18:18:19.064,1,0,1,0
264,b8d524e10d,2018-12-01 18:18:19.384,1,0,1,0
265,30e8b7be36,2018-12-01 18:18:20.000,1,0,1,0
266,661d67d612,2018-12-01 18:18:20.008,1,0,1,0
267,1004ac617b,2018-12-01 18:18:20.075,1,0,1,0
268,7712ed9037,2018-12-01 18:18:20.841,1,0,1,0
269,39e6347bbd,2018-12-01 18:18:22.322,1,0,1,0
270,3cee84740e,2018-12-01 18:18:22.395,1,0,1,0
271,f2051eda29,2018-12-01 18:18:23.022,1,0,1,0
272,b4d1fab46c,2018-12-01 18:18:23.126,1,0,1,0
273,d39552e679,2018-12-01 18:18:23.651,1,0,1,0
274,6e54aac5dc,2018-12-01 18:18:24.107,1,0,1,0
275,463faba79d,2018-12-01 18:18:24.291,1,0,1,0
276,1572503a56,2018-12-01 18:18:25.182,1,0,1,0
277,123aaa08a8,2018-12-01 18:18:25.368,1,0,1,0
278,7af5b0621a,2018-12-01 18:18:25.565,1,0,1,0
279,b13ddfa305,2018-12-01 18:18:25.614,1,0,1,0
280,9a3a84f5c6,2018-12-01 18:18:25.746,1,0,1,0
281,977f18249d,2018-12-01 18:18:25.826,1,0,1,0
282,534c65dac4,2018-12-01 18:18:25.838,1,0,1,0
283,92b798e31a,2018-12-01 18:18:26.412,1,0,1,0
284,6fa910723d,2018-12-01 18:18:26.533,1,0,1,0
285,d41e0f164c,2018-12-01 18:18:26.631,1,0,1,0
286,935f07417f,2018-12-01 18:18:26.728,1,0,1,0
287,e5d05d84c2,2018-12-01 18:18:26.793,1,0,1,0
288,bfbbad075d,2018-12-01 18:18:27.973,1,0,1,0
289,6b7ffbbd07,2018-12-01 18:18:28.017,1,0,1,0
290,9640083c14,2018-12-01 18:18:28.222,1,0,1,0
291,21ab0e6d0c,2018-12-01 18:18:29.387,1,0,1,0
292,7123d77111,2018-12-01 18:18:29.392,1,0,1,0
293,858bb9ddee,2018-12-01 18:18:30.117,1,0,1,0
294,6490cb5321,2018-12-01 18:18:30.334,1,0,1,0
295,60227e0349,2018-12-01 18:18:30.442,1,0,1,0
296,f5f970478b,2018-12-01 18:18:30.819,1,0,1,0
297,69f62dab3e,2018-12-01 18:18:31.336,1,0,1,0
298,42b8a1b020,2018-12-01 18:18:31.581,1,0,1,0
299,3bd00d45a4,2018-12-01 18:18:32.051,1,0,1,0
300,c3742b3f55,2018-12-01 18:18:32.922,1,0,1,0
301,49cb3f4726,2018-12-01 18:18:33.451,1,0,1,0
302,8d923ec70b,2018-12-01 18:18:33.745,1,0,1,0
303,6246aadf32,2018-12-01 18:18:33.809,1,0,1,0
304,0d3a5fdf21,2018-12-01 18:18:33.946,1,0,1,0
305,a2d78bbf73,2018-12-01 18:18:33.959,1,0,1,0
306,f904efea36,2018-12-01 18:18:33.971,1,0,1,0
307,db4552d365,2018-12-01 18:18:34.880,1,0,1,0
308,fa459a2c54,2018-12-01 18:18:35.182,1,0,1,0
309,ebd0e07aa2,2018-12-01 18:18:35.191,1,0,1,0
310,4cf9ca295c,2018-12-01 18:18:35.429,1,0,1,0
311,1dd6880961,2018-12-01 18:18:35.561,1,0,1,0
312,f4bf1a437d,2018-12-01 18:18:35.657,1,0,1,0
313,4d04b99aaa,2018-12-01 18:18:35.720,1,0,1,0
314,9d02b6dec2,2018-12-01 18:18:36.534,1,0,1,0
315,8965ed24ad,2018-12-01 18:18:36.763,1,0,1,0
316,3e126a5258,2018-12-01 18:18:37.044,1,0,1,0
317,94f8958c3d,2018-12-01 18:18:37.128,1,0,1,0
318,eff689670b,2018-12-01 18:18:37.844,1,0,1,0
319,9492ce97d1,2018-12-01 18:18:38.743,1,0,1,0
320,2f383bede0,2018-12-01 18:18:38.954,1,0,1,0
321,1c228f16d8,2018-12-01 18:18:38.972,1,0,1,0
322,f2f2c80a6d,2018-12-01 18:18:39.548,1,0,1,0
323,33a6cbdc3e,2018-12-01 18:18:39.950,1,0,1,0
324,bf38f8e270,2018-12-01 18:18:40.446,1,0,1,0
325,062fb57e00,2018-12-01 18:18:40.853,1,0,1,0
326,c9a056d49a,2018-12-01 18:18:41.236,1,0,1,0
327,2c25424172,2018-12-01 18:18:41.581,1,0,1,0
328,f689b214df,2018-12-01 18:18:42.761,1,0,1,0
329,be4a49a924,2018-12-01 18:18:42.827,1,0,1,0
330,b538d89c0d,2018-12-01 18:18:43.266,1,0,1,0
331,15c732472f,2018-12-01 18:18:43.562,1,0,1,0
332,568e7b1bc0,2018-12-01 18:18:43.658,1,0,1,0
333,8cfcf466c1,2018-12-01 18:18:43.886,1,0,1,0
334,0e594b31b8,2018-12-01 18:18:43.965,1,0,1,0
335,dbaf8c7027,2018-12-01 18:18:44.248,1,0,1,0
336,70fa925b8a,2018-12-01 18:18:44.328,1,0,1,0
337,53bc0de4a0,2018-12-01 18:18:44.415,1,0,1,0
338,95e6bd78ba,2018-12-01 18:18:44.672,1,0,1,0
339,8599796c5c,2018-12-01 18:18:44.774,1,0,1,0
340,15a17cbdfe,2018-12-01 18:18:44.790,1,0,1,0
341,a16e276acb,2018-12-01 18:18:44.987,1,0,1,0
342,583056c366,2018-12-01 18:18:45.373,1,0,1,0
343,ae267b5b91,2018-12-01 18:18:45.596,1,0,1,0
344,0a52cb1b07,2018-12-01 18:18:45.711,1,0,1,0
345,0b20cd46f9,2018-12-01 18:18:45.736,1,0,1,0
346,99e5cc329f,2018-12-01 18:18:46.094,1,0,1,0
347,5770c0ba47,2018-12-01 18:18:46.713,1,0,1,0
348,cc6141ba19,2018-12-01 18:18:46.916,1,0,1,0
349,7ba52a568a,2018-12-01 18:18:47.349,1,0,1,0
350,42fccf175b,2018-12-01 18:18:47.393,1,0,1,0
351,ed35689151,2018-12-01 18:18:47.436,1,0,1,0
352,abd0a80420,2018-12-01 18:18:47.442,1,0,1,0
353,74e5e01d73,2018-12-01 18:18:47.678,1,0,1,0
354,f69822a5d5,2018-12-01 18:18:47.833,1,0,1,0
355,67f0560083,2018-12-01 18:18:47.889,1,0,1,0
356,869d80bebc,2018-12-01 18:18:48.659,1,0,1,0
357,78e45267b8,2018-12-01 18:18:48.797,1,0,1,0
358,0c67a34e70,2018-12-01 18:18:49.845,1,0,1,0
359,4953ad5d78,2018-12-01 18:18:50.320,1,0,1,0
360,28264b50b6,2018-12-01 18:18:50.564,1,0,1,0
361,c25dcf55e9,2018-12-01 18:18:51.111,1,0,1,0
362,5916e083c1,2018-12-01 18:18:51.277,1,0,1,0
363,d50a7eec78,2018-12-01 18:18:51.685,1,0,1,0
364,ddc205752a,2018-12-01 18:18:51.721,1,0,1,0
365,52a07982e2,2018-12-01 18:18:51.786,1,0,1,0
366,cc79fe9c9e,2018-12-01 18:18:51.832,1,0,1,0
367,7f1c6521f2,2018-12-01 18:18:51.905,1,0,1,0
368,2f3b3e36f9,2018-12-01 18:18:52.105,1,0,1,0
369,aa1d1d1d8a,2018-12-01 18:18:52.356,1,0,1,0
370,cbdddc656d,2018-12-01 18:18:52.383,1,0,1,0
371,4d61783575,2018-12-01 18:18:53.205,1,0,1,0
372,8681fa9427,2018-12-01 18:18:53.823,1,0,1,0
373,f6e4d727c6,2018-12-01 18:18:53.965,1,0,1,0
374,b7987fd542,2018-12-01 18:18:54.474,1,0,1,0
375,93a82896f6,2018-12-01 18:18:54.609,1,0,1,0
376,dc9a54c8bb,2018-12-01 18:18:54.751,1,0,1,0
377,df3b6360a2,2018-12-01 18:18:54.756,1,0,1,0
378,b81931c83e,2018-12-01 18:18:55.013,1,0,1,0
379,c283309eff,2018-12-01 18:18:55.165,1,0,1,0
380,40e2f4f9ef,2018-12-01 18:18:55.215,1,0,1,0
381,06a1d60d90,2018-12-01 18:18:55.269,1,0,1,0
382,b394ed5a0f,2018-12-01 18:18:55.566,1,0,1,0
383,dcfc62ca97,2018-12-01 18:18:55.599,1,0,1,0
384,fc4ee577b7,2018-12-01 18:18:56.219,1,0,1,0
385,291560d3ee,2018-12-01 18:18:56.825,1,0,1,0
386,f173087a4c,2018-12-01 18:18:56.945,1,0,1,0
387,8518cc8686,2018-12-01 18:18:57.419,1,0,1,0
388,4d27fd1287,2018-12-01 18:18:57.936,1,0,1,0
389,dfa73c1f37,2018-12-01 18:18:58.053,1,0,1,0
390,ab48240346,2018-12-01 18:18:58.604,1,0,1,0
391,c85615b4c0,2018-12-01 18:18:58.705,1,0,1,0
392,0986a4a3ec,2018-12-01 18:18:59.291,1,0,1,0
393,2dc14a6d3a,2018-12-01 18:18:59.308,1,0,1,0
394,14c8f6a664,2018-12-01 18:19:00.267,1,0,1,0
395,69011f3f1e,2018-12-01 18:19:00.716,1,0,1,0
396,b67a14bddb,2018-12-01 18:19:00.816,1,0,1,0
397,e3cc21ff35,2018-12-01 18:19:01.146,1,0,1,0
398,e3c3000aaf,2018-12-01 18:19:01.527,1,0,1,0
399,6a7c4a59ec,2018-12-01 18:19:01.698,1,0,1,0
400,f277f36a55,2018-12-01 18:19:01.742,1,0,1,0
401,458f9ccb23,2018-12-01 18:19:02.268,1,0,1,0
402,b7b5120af6,2018-12-01 18:19:02.383,1,0,1,0
403,6243a16004,2018-12-01 18:19:02.789,1,0,1,0
404,25519376c4,2018-12-01 18:19:02.981,1,0,1,0
405,006dabcd20,2018-12-01 18:19:03.083,1,0,1,0
406,495cbf74b7,2018-12-01 18:19:03.724,1,0,1,0
407,2159bd546c,2018-12-01 18:19:03.743,1,0,1,0
408,8cc899d326,2018-12-01 18:19:04.166,1,0,1,0
409,41966cd11f,2018-12-01 18:19:04.238,1,0,1,0
410,9e159fcd87,2018-12-01 18:19:04.288,1,0,1,0
411,401c12334c,2018-12-01 18:19:04.416,1,0,1,0
412,2af7faf507,2018-12-01 18:19:04.813,1,0,1,0
413,f1da579bef,2018-12-01 18:19:05.486,1,0,1,0
414,f9c0f31454,2018-12-01 18:19:05.560,1,0,1,0
415,8f3bb45fb2,2018-12-01 18:19:06.030,1,0,1,0
416,60af686ac7,2018-12-01 18:19:06.303,1,0,1,0
417,614b1e3ae6,2018-12-01 18:19:06.344,1,0,1,0
418,2488aac52a,2018-12-01 18:19:07.129,1,0,1,0
419,f1209f005d,2018-12-01 18:19:07.685,1,0,1,0
420,0e64b234f1,2018-12-01 18:19:07.796,1,0,1,0
421,253a8f98b5,2018-12-01 18:19:07.840,1,0,1,0
422,7846aba896,2018-12-01 18:19:08.152,1,0,1,0
423,77260046f7,2018-12-01 18:19:08.518,1,0,1,0
424,e41aff3dfb,2018-12-01 18:19:08.535,1,0,1,0
425,436b1bac5c,2018-12-01 18:19:09.433,1,0,1,0
